status	bytes	sha256	relative_path	title	url	page_url
existing	268584	4baaf83cb04d4299aa53e83dce1caaf994c0d11362af2f493b1f73ce7ae7ed1e	pdfs/1950-s-intelligence-chronology.pdf	1950's Intelligence Chronology	https://media.defense.gov/2024/Sep/20/2003550779/-1/-1/0/DOCID_6652457_SEALED_OK.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	474371	5a4e43182e5c472188bcd7215621ef8d7a8c56f67fb9015cc52e4886ac95fd04	pdfs/2016-presidential-transition-brochure.pdf	2016 Presidential Transition brochure	https://media.defense.gov/2021/Jul/12/2002760758/-1/-1/0/PRESIDENTIAL_TRANSITION_NOV_23B.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=3
existing	52626	63291bac9cc8eb108cfe6edf3f7bda3e77a04a2ef3c14abd32ef6a7bc0cdfc7a	pdfs/2016-presidential-transition-brochure-press-kit-insert-4.pdf	2016 Presidential Transition brochure Press Kit Insert 4	https://media.defense.gov/2021/Jul/12/2002760756/-1/-1/0/2016_INSERT_4_DEFENDING_NATION_5.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=3
existing	814193	a1ac1a255dfbe8e7e650f347388986cb78317677f88be13ddc8746c2bfec344d	pdfs/2016-presidential-transition-trifold-brochure.pdf	2016 Presidential Transition trifold brochure	https://media.defense.gov/2021/Jul/12/2002760755/-1/-1/0/PRESIDENTIAL_TRANSITION_TRIFOLD_NOV_23B.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=4
existing	1225412	79680b963f18f796c1029b4a7d5e051c407e0961b2a11fa91b8e70c85fec7713	pdfs/2016-presidential-transition-transition-team-opening-remarks.pdf	2016 Presidential Transition: Transition Team Opening Remarks	https://media.defense.gov/2021/Jul/12/2002760746/-1/-1/0/TRANSITION-TEAM-OPENING-REMARKS.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=4
existing	10444523	885aa562db18763bd0f3cb3c66d23fd70ba88144227a41a699cb549a490a9dc0	pdfs/3q-fy2009-pdf.pdf	3Q_FY2009.PDF	https://media.defense.gov/2021/Jul/12/2002760632/-1/-1/0/3Q_FY2009.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=6
existing	9612670	b74634ad7042d6c51afc3b11d6e37f1623a51fc863aff93b99344bd625070aa5	pdfs/3q-fy2010-pdf.pdf	3Q_FY2010.PDF	https://media.defense.gov/2021/Jul/12/2002760627/-1/-1/0/3Q_FY2010.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=6
existing	7173672	91897fb6c7efef81f4321e85ab93c5c4230e41ec8d0cdaf725d498c6cc7b0618	pdfs/4q-fy2009-pdf.pdf	4Q_FY2009.PDF	https://media.defense.gov/2021/Jul/12/2002760637/-1/-1/0/4Q_FY2009.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=6
existing	581291	734120d9fb4d038561ff115bb84415feeb57ae0844f7d7f9ffe4a21ba6f3f5cd	pdfs/7-may-52-with-a-venona-c-n-release-date-03-13-2025.pdf	7 MAY 52 WITH A VENONA C-N RELEASE DATE 03-13-2025	https://media.defense.gov/2025/Apr/23/2003695934/-1/-1/0/7_MAY_52_WITH_A_VENONA_C-N_RELEASE_DATE__03-13-2025--DEBUROW.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/
existing	12243624	c50b54cb12d1c1a7025533bb86fc8bb885ba1046a95fb582e0d3f77b13a21464	pdfs/alias-list-from-records-release-date-03-13-2025.pdf	ALIAS LIST FROM RECORDS RELEASE DATE 03-13-2025	https://media.defense.gov/2025/Apr/23/2003695936/-1/-1/0/ALIAS_LIST_FROM_RECORDS_RELEASE_DATE_03-13-2025--DEBUROW.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/
existing	8075200	fb13d33b55c54cdcf9a53fb4da2042a16db539d141325aa28ef5fc51122a16cb	pdfs/american-cryptology-during-the-cold-war-1945-1989.pdf	American Cryptology during the Cold War 1945-1989	https://media.defense.gov/2024/Sep/20/2003550780/-1/-1/0/DOCID_6764276_SEALED_OK.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	1690917	533e9ef22ef81350247076bd8a36f0a63951f3643630c36b026c031cf1ecedb7	pdfs/an-application-of-cluster-analysis-to-the-question-of-hands-and-languages-in-the-voynich-manuscript.pdf	An Application of Cluster Analysis to the Question of "Hands" and "Languages" in the Voynich Manuscript	https://media.defense.gov/2021/Jul/13/2002761422/-1/-1/0/AN-APPLICATION-OF-CLUSTER-ANALYSIS.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=3
existing	577999	1f8626e81efc8843e2c37322e9b7343c1b751dd87c0e54fda349a41d6c9723b6	pdfs/appreciation-for-copies-of-voynich-manuscript.pdf	Appreciation for Copies of Voynich Manuscript	https://media.defense.gov/2021/Jul/13/2002761424/-1/-1/0/APPRECIATION-FOR-COPIES-OF-VOYNICH-MANUSCRIPT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=3
existing	1413323	a9286e8e21d3cbbc0c939931b6abc7404cd96d096196e33cb11577f106b5f664	pdfs/calendar-year-1996-pdf.pdf	Calendar Year 1996.PDF	https://media.defense.gov/2021/Jul/12/2002760289/-1/-1/0/CY1996_FOIA_ANNUAL_REPORT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=8
existing	2046092	7c169e0caa800a637e737503112747d7cc5ea836a11286772e0e652e41c88e99	pdfs/center-for-cryptologic-history-1943-the-effort-begins.pdf	Center for Cryptologic History 1943: The Effort Begins	https://media.defense.gov/2024/Sep/20/2003550777/-1/-1/0/DOCID_6605201_SEALED_OK.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	91228506	884a3b59d54b7dd832117ef33c4db2891c0f995701bf8a1a0c98d6764fb05f85	pdfs/certain-allegations-regarding-e-mail-to-agency-officials-about-nsa-programs.pdf	Certain Allegations Regarding E-mail to Agency Officials about NSA Programs	https://media.defense.gov/2021/Jul/12/2002760402/-1/-1/0/CERTAIN-ALLEGATIONS-REGARDING-E-MAIL-TO-AGENCY-OFFICIALS-ABOUT-NSA-PROGRAMS.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=8
existing	3594928	65a1c2833f12d49f45b50e2f9291036bc7b667fd02389dc0655bb8d31349e2ce	pdfs/cia-kryptos-sculpture-challenge-and-resolution-memo-dated-9-june-1993.pdf	CIA Kryptos Sculpture - Challenge and Resolution Memo, dated 9 June 1993	https://media.defense.gov/2021/Jul/12/2002760459/-1/-1/0/DOC_1.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=8
existing	2867963	f95af27e9fd0e65bdca68bd988eecb261abcdc5a5c05a2d67e36bc16b239e73f	pdfs/cia-sculpture-study-group-meeting-activity-notes-dated-18-december-1991.pdf	CIA Sculpture Study Group Meeting/Activity Notes, dated 18 December 1991	https://media.defense.gov/2021/Jul/12/2002760455/-1/-1/0/DOC_5.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=8
existing	5768988	c435691bf0bd5507d8d50bec4f27d48715a64103966584b7f8491ae7641e6426	pdfs/cia-sculpture-study-group-the-cia-courtyard.pdf	CIA Sculpture Study Group: The CIA Courtyard	https://media.defense.gov/2021/Jul/12/2002760453/-1/-1/0/DOC_3.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=8
existing	79515	f192400b45168e0a765757a4c53a08476acdf496ac4bffbe658df0f2d4a861a8	pdfs/cryptologic-almanac-50th-anniversary-series-polyglot-the-meredith-gardner-story.pdf	Cryptologic Almanac 50th Anniversary Series Polyglot: The Meredith Gardner Story	https://media.defense.gov/2024/Sep/20/2003550773/-1/-1/0/DOCID_4110872_SEALED_OK.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	110896	25711ebb647369df7a856601c56b2365d8debe7c30188157c0312179b1a0ea25	pdfs/cryptologic-almanac-50th-anniversary-series-venona-an-overview.pdf	Cryptologic Almanac 50th Anniversary Series Venona: An Overview	https://media.defense.gov/2024/Sep/20/2003550772/-1/-1/0/DOCID_3575728_SEALED_OK.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	1774494	cf45e78d8bf7defa61fb92e234d0bf14e8257ad2d8764018455f9830bb8bf6c2	pdfs/cy2007-annual-iob-report-pdf.pdf	CY2007_ANNUAL_IOB_REPORT.PDF	https://media.defense.gov/2021/Jul/12/2002760676/-1/-1/0/CY2007_ANNUAL_IOB_REPORT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=4
existing	4954249	54acbbf3aa3f9e3bc2fbdc0311b4250f26b87e79b07d037f276494047854a24d	pdfs/cy2008-annual-iob-report-pdf.pdf	CY2008_ANNUAL_IOB_REPORT.PDF	https://media.defense.gov/2021/Jul/12/2002760673/-1/-1/0/CY2008_ANNUAL_IOB_REPORT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=4
existing	2154324	009fe067865bd658e0cdc6aedf17eedd908a21119e6b647fc705ef6af5f50237	pdfs/cy2009-annual-iob-report-pdf.pdf	CY2009_ANNUAL_IOB_REPORT.PDF	https://media.defense.gov/2021/Jul/12/2002760674/-1/-1/0/CY2009_ANNUAL_IOB_REPORT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=4
existing	2712960	d4b25cc5c3ae7b368949cb37080e9ba7b9b8e91cbd589dffcdfba56c785528e4	pdfs/cy2010-annual-iob-report-pdf.pdf	CY2010_ANNUAL_IOB_REPORT.PDF	https://media.defense.gov/2021/Jul/12/2002760668/-1/-1/0/CY2010_ANNUAL_IOB_REPORT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=4
existing	877079	773b72ee764b612a1274838d805601dcc20e97dbf0479036d0d55588403e0adf	pdfs/development-of-new-people-liberal-release-date-03-13-2025.pdf	DEVELOPMENT OF NEW PEOPLE LIBERAL RELEASE DATE 03-13-2025	https://media.defense.gov/2025/Apr/23/2003695938/-1/-1/0/DEVELOPMENT_OF_NEW_PEOPLE_LIBERAL_RELEASE_DATE_03-13-2025--DEBUROW.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/
existing	1570733	a2afbb1dc045204a9fe079ff05e6d1480754b00ea807e4b70881646155cc5d3a	pdfs/director-s-farewell-memorandum-dated-8-april-1992.pdf	Director's Farewell Memorandum, dated 8 April 1992	https://media.defense.gov/2021/Jul/12/2002760554/-1/-1/0/DIRECTOR_FAREWELL.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=7
existing	2526237	1da82e4b8f678b728a86f2621dae1d76cc20ff53e8ce86bca660f0c57f4e658f	pdfs/director-s-messages.pdf	DIRECTOR'S MESSAGES	https://media.defense.gov/2025/Feb/03/2003636829/-1/-1/0/DIRECTOR'S%20MESSAGES.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/
existing	430106	1ca6452f9d943c095a2c7c68caae3a8df886b6f840155d605027b9c9fd957cc1	pdfs/dirgram-list.pdf	DIRGRAM LIST	https://media.defense.gov/2025/Feb/03/2003636834/-1/-1/0/DIRGRAM%20LIST.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/
existing	168394	84b65b6aa114344fd9d5bcdd8d5b5b21c2a4273edf0cc170bf636398601981bf	pdfs/dirgram-172-formation-of-the-ep3-cryptologic-assessment-team.pdf	DIRGRAM-172 FORMATION OF THE EP3 CRYPTOLOGIC ASSESSMENT TEAM	https://media.defense.gov/2025/Feb/03/2003636835/-1/-1/0/DIRGRAM-172%20FORMATION%20OF%20THE%20EP3%20CRYPTOLOGIC%20ASSESSMENT%20TEAM.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/
existing	190633	eb2ba483e994709fb5984aead246534b1bc8063cdc79bdddf567176de70f9082	pdfs/dirgram-234-itis-to-inventory-all-it-assests.pdf	DIRGRAM-234 ITIS TO INVENTORY ALL IT ASSESTS	https://media.defense.gov/2025/Feb/03/2003636836/-1/-1/0/DIRGRAM-234%20%20ITIS%20TO%20INVENTORY%20ALL%20IT%20ASSESTS.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/
existing	175881	b017351b8fafcd0d4256ab6f763b56bbde5981e5c2992d567a72bc419c517f79	pdfs/dirgram-275-chief-information-officer.pdf	DIRGRAM-275 CHIEF INFORMATION OFFICER	https://media.defense.gov/2025/Feb/03/2003636837/-1/-1/0/DIRGRAM-275%20CHIEF%20INFORMATION%20OFFICER.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/
existing	214989	e6e1bd4614409cc7986bd3d9384bc0ac64c454cf104b9835f7796ee6f3e9a078	pdfs/dirgram-283-security-and-counterintelligence.pdf	DIRGRAM-283 SECURITY AND COUNTERINTELLIGENCE	https://media.defense.gov/2025/Feb/03/2003636783/-1/-1/0/DIRGRAM-283%20SECURITY%20AND%20COUNTERINTELLIGENCE.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	163021	1e67adda792ff83f2b3119b9ff76d460d17fe3366e8aac7be2f7f59fc9e0d9b8	pdfs/dirgram-305-a-new-look-for-nsa-gov.pdf	DIRGRAM-305 A NEW LOOK FOR NSA.GOV	https://media.defense.gov/2025/Feb/03/2003636787/-1/-1/0/DIRGRAM-305%20A%20NEW%20LOOK%20FOR%20NSA.GOV.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	193689	fadb0381a463914c0f2298dc3cdc6eb4b9589953a49b4fe64cb5329803b2e1dd	pdfs/dirgram-307-new-joint-nsa-cia-collaboration-award.pdf	DIRGRAM-307 NEW JOINT NSA-CIA COLLABORATION AWARD	https://media.defense.gov/2025/Feb/03/2003636790/-1/-1/0/DIRGRAM-307%20NEW%20JOINT%20NSA-CIA%20COLLABORATION%20AWARD.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	704358	061e3172971db5678026c9c463a1573eea6668d1dc608594ef3c06eff836ab29	pdfs/dirgram-325-the-future-of-u-s-intelligence.pdf	DIRGRAM-325 THE FUTURE OF U.S. INTELLIGENCE	https://media.defense.gov/2025/Feb/03/2003636856/-1/-1/0/DIRGRAM-325%20THE%20FUTURE%20OF%20US%20INTELLIGENCE.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/
existing	199043	e95e52f8d5c3ee7edeb87593af1d75668343838c9dbb1f1c541afecae1de5ac2	pdfs/dirgram-329-where-s-nsa-in-ic-reform.pdf	DIRGRAM-329 WHERE'S NSA IN IC REFORM	https://media.defense.gov/2025/Feb/03/2003636794/-1/-1/0/DIRGRAM-329%20WHERE'S%20NSA%20IN%20IC%20REFORM.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	192841	90fd1da85ec322add42583f3c08e3667f7d99de7f9ccd47a53e287e17e6cb626	pdfs/dirgram-381-nsa-nga-collaboration.pdf	DIRGRAM-381 NSA-NGA COLLABORATION	https://media.defense.gov/2025/Feb/03/2003636796/-1/-1/0/DIRGRAM-381%20NSA-NGA%20COLLABORATION.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	337714	1c4ed12eb589855462910a691380878eb498b68427062053442c2747c6ae73e5	pdfs/dirgram-382-congress-passes-intelligence-reform-the-end-of-the-beginning.pdf	DIRGRAM-382 CONGRESS PASSES INTELLIGENCE REFORM. THE END OF THE BEGINNING	https://media.defense.gov/2025/Feb/03/2003636799/-1/-1/0/DIRGRAM-382%20CONGRESS%20PASSES%20INTELLIGENCE%20REFORM.%20THE%20END%20OF%20THE%20BEGINNING.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	157080	1e1f8c10b47595c828d38b928d6e30bdd72f35f3a35ba90e500f380f148f2798	pdfs/dirgram-386-project-x.pdf	DIRGRAM-386 PROJECT X	https://media.defense.gov/2025/Feb/03/2003636802/-1/-1/0/DIRGRAM-386%20PROJECT%20X.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	215414	a0596ba7cda30e05a644590fbd6bec51996c5f32d635acaa04cb5c0678b4a796	pdfs/dirgram-387-interations-with-contractors.pdf	DIRGRAM-387 INTERATIONS WITH CONTRACTORS	https://media.defense.gov/2025/Feb/03/2003636808/-1/-1/0/DIRGRAM-387%20INTERATIONS%20WITH%20CONTRACTORS.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	193579	28a480a5dae17c7ef1017192a8c0fc82dab78f5fdac006de5e23e7d86d63f4e5	pdfs/dirgram-393-nsa-css-corporate-strategies-office.pdf	DIRGRAM-393 NSA-CSS CORPORATE STRATEGIES OFFICE	https://media.defense.gov/2025/Feb/03/2003636817/-1/-1/0/DIRGRAM-393%20NSA-CSS%20CORPORATE%20STRATEGIES%20OFFICE.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=2
existing	182369	65d0c6dd18fe2b24fd55612d5701c763cc8c4a2ee9cfe08666587aa3fcaeb722	pdfs/dirgram-394-correction-establishment-of-electromagnetis-space.pdf	DIRGRAM-394 CORRECTION - ESTABLISHMENT OF ELECTROMAGNETIS-SPACE	https://media.defense.gov/2025/Feb/03/2003636821/-1/-1/0/DIRGRAM-394%20CORRECTION%20-%20ESTABLISHMENT%20OF%20ELECTROMAGNETIS-SPACE.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/
existing	3641356	3c4a9db6409ba031cbff7c51a794a50614ebab490a6f80c7fe07b92d181315b2	pdfs/dirsmsg-gen-michael-v-hayden-and-mr-william-black-2005.pdf	DIRSMSG GEN MICHAEL V. HAYDEN AND MR. WILLIAM BLACK-2005	https://media.defense.gov/2025/Feb/03/2003636824/-1/-1/0/DIRSMSG%20%20GEN%20MICHAEL%20V.%20HAYDEN%20AND%20MR.%20WILLIAM%20BLACK-2005.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/
existing	767961	90a5c15eec9b51c655acc31b9e3a4394ed1edfc7e3a3deaf4c147a9b9bdff251	pdfs/draft-message-to-interagency-on-mltf-lead.pdf	Draft Message to Interagency on MLTF Lead	https://media.defense.gov/2021/Jul/12/2002760595/-1/-1/0/2013JUN24_DRAFT_MESSAGE.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=7
existing	1352715	c504eae12aa6d3cb3c66b61d18574b42a07a05a835c58f0f2db4141ecffa7b4a	pdfs/fiscal-year-1997.pdf	Fiscal Year 1997	https://media.defense.gov/2021/Jul/12/2002760291/-1/-1/0/FY1997_FOIA_ANNUAL_REPORT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=8
existing	1134681	6ff86b81baed4b17ccc586c441f9853a1134025c02b367ea8b0a363c38c59305	pdfs/fiscal-year-1998.pdf	Fiscal Year 1998	https://media.defense.gov/2021/Jul/12/2002760293/-1/-1/0/FY1998_FOIA_ANNUAL_REPORT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=8
existing	1024413	b7647ec8a05a400537fa42cb9188c82f75d70ac184db3d43d48f2cef932e23d1	pdfs/fiscal-year-1999.pdf	Fiscal Year 1999	https://media.defense.gov/2021/Jul/12/2002760295/-1/-1/0/FY1999_FOIA_ANNUAL_REPORT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=8
existing	1122449	7055df3fd38e95ee5bfef3970a564d77a9eeca835235097f7a5dfb577bf097da	pdfs/fiscal-year-2000.pdf	Fiscal Year 2000	https://media.defense.gov/2021/Jul/12/2002760301/-1/-1/0/FY2000_FOIA_ANNUAL_REPORT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=8
existing	1047660	a034d62cdd2e93eefa2c7d2a97ea49bedd1cc530510ada15104dd28a1b9f9c2c	pdfs/fiscal-year-2001.pdf	Fiscal Year 2001	https://media.defense.gov/2021/Jul/12/2002760303/-1/-1/0/FY2001_FOIA_ANNUAL_REPORT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=8
existing	903999	4cceeb5bfb52fa087044bf9188e82c76defc8328a228ee52cb6e2d6d7cf68eef	pdfs/fiscal-year-2002.pdf	Fiscal Year 2002	https://media.defense.gov/2021/Jul/12/2002760304/-1/-1/0/FY2002_FOIA_ANNUAL_REPORT.PDF	https://www.nsa.gov/Helpful-Links/NSA-FOIA/Frequently-Requested-Information/Unidentified-Flying-Objects-UFOs/?igpage=8
